Año,Cantón,Provincia,Empleo total registrado,Empleo masculino registrado,Empleo femenino registrado,Salario promedio total registrado,Salario mensual promedio masculino registrado,Salario mensual promedio femenino registrado,Ventas locales,Recaudación tributaria,Valor agregado bruto de producción,Población,Número de nuevas compañías,Valor agregado bruto de producción per cápita,variación interanual de la producción per cápita,variación interanual real de la producción per cápita
2022,Guano,Chimborazo,2002.166667,1047.833333,954.3333333,663.7570241,612.5084839,720.0525055,58814071.3,2390993.37,91840500,49365,2,1860.437557,6.318638484,2.8548175
2023,Guano,Chimborazo,2136.916667,1152.916667,984,706.3722788,637.6859538,786.8551788,68102812.56,2420381.89,85497330,49414,17,1730.224835,-6.99903748,-9.219208302
2024,Guano,Chimborazo,2102.166667,1121.666667,980.5,718.9131521,652.7246399,794.7889455,64436645.66,2845167.69,,,17,,,
2019,Pallatanga,Chimborazo,883.9166667,419.6666667,464.25,690.0773926,635.6653849,739.273641,17820747.48,518975.554,33130530,12540,2,2641.988038,24.68925636,24.42284003
2020,Pallatanga,Chimborazo,857,419.25,437.75,700.7975336,644.9263407,754.4040527,14721551.09,356555.06,28211450,12501,2,2256.735461,-14.58191981,-14.24332065
2021,Pallatanga,Chimborazo,810.5833333,392.75,417.8333333,706.5900912,650.893219,758.9858653,15214957.7,490245.94,33460930,12430,2,2691.949316,19.28510729,19.14367653
2022,Pallatanga,Chimborazo,866.5,430.8333333,435.6666667,709.2641246,641.5395457,776.2940928,17786193,599253.14,36961680,12350,3,2992.848583,11.17774636,7.713925381
2023,Pallatanga,Chimborazo,893.25,438.6666667,454.5833333,764.2602946,690.743749,835.3775431,20971640.31,943543.96,36124320,12274,10,2943.157895,-1.660314142,-3.880484964
2024,Pallatanga,Chimborazo,906.5,440.8333333,465.6666667,767.9317424,703.8400421,828.6129659,19347530.73,820363.43,,,8,,,
2019,Penipe,Chimborazo,417.1666667,246.3333333,170.8333333,640.8146566,617.576177,674.6458995,9691848.766,394378.298,22836940,7203,4,3170.47619,10.09598999,9.829573653
2020,Penipe,Chimborazo,425.5833333,232.8333333,192.75,655.9945981,637.615097,678.3155009,6651162.303,288058.51,28009410,7170,3,3906.472803,23.2140716,23.55267076
2021,Penipe,Chimborazo,440.5,244.6666667,195.8333333,654.4858259,639.8612264,672.8602041,8578643.63,670526.61,24732130,7119,3,3474.1017,-11.06806896,-11.20949972
2022,Penipe,Chimborazo,515.1666667,286.4166667,228.75,655.2078756,658.3558655,651.3166555,9153111.983,852187.26,29267600,7062,1,4144.378363,19.29352452,15.82970354
2023,Penipe,Chimborazo,581,319.9166667,261.0833333,667.6990204,662.8736115,673.4983164,11855074.91,925931.48,25362360,7008,13,3619.058219,-12.67548708,-14.8956579
2024,Penipe,Chimborazo,618.75,350.8333333,267.9166667,697.9614766,690.8418427,707.3702647,13186060.39,1385794.51,,,12,,,
2019,Cumandá,Chimborazo,846.75,512.0833333,334.6666667,565.5628866,531.2223206,618.1578318,50126021.55,1075105.534,26888840,16662,0,1613.782259,0.419202616,0.152786279
2020,Cumandá,Chimborazo,785.4166667,478.8333333,306.5833333,573.9224035,548.063975,613.7715403,40823801.61,1262149.08,26132480,16910,2,1545.386162,-4.238248166,-3.899649008
2021,Cumandá,Chimborazo,794.5,482.8333333,311.6666667,564.0612764,561.389384,568.201828,51618006.82,1436880.84,28696530,17099,4,1678.257793,8.597956555,8.456525796
2022,Cumandá,Chimborazo,844.0833333,507.75,336.3333333,593.7832692,594.5909882,592.6317546,64816396.96,1641179.89,31825040,17256,4,1844.288363,9.893031412,6.429210428
2023,Cumandá,Chimborazo,858.4166667,519,339.4166667,629.8592987,624.4789429,638.1298879,57974416.16,1636450.74,32303490,17394,6,1857.162815,0.698071492,-1.52209933
2024,Cumandá,Chimborazo,895.0833333,532.75,362.3333333,641.8463593,631.9439443,656.4488729,63544347.55,1366526.6,,,6,,,
2019,Machala,El Oro,60248.33333,39465.91667,20782.41667,609.032725,585.9091339,652.9468587,3701577339,142515664.3,1935339980,307370,267,6296.450467,-2.95493055,-3.221346887
2020,Machala,El Oro,57308.5,37505.41667,19803.08333,608.9289747,584.2999013,655.5595652,3295639978,129079817.2,1815313240,311184,269,5833.568692,-7.351471703,-7.012872546
2021,Machala,El Oro,57201.58333,37566.41667,19635.16667,619.4722758,597.7535299,661.0049845,4052064801,165222724,2021976340,313777,391,6443.991561,10.46396984,10.32253908
2022,Machala,El Oro,58282.58333,38132.25,20150.33333,640.7881622,620.4169922,679.3330434,4531477054,218595989.5,2204722140,316124,423,6974.232073,8.228448278,4.764627294
2023,Machala,El Oro,58902.33333,38354.91667,20547.41667,668.8143158,647.46816,708.6600647,4633021581,209009107.7,2260529490,318567,418,7095.931123,1.744981355,-0.475189468
2024,Machala,El Oro,57681.16667,37344.41667,20336.75,676.01946,652.6684316,718.8962351,4313711190,208338965,,,456,,,
2019,Arenillas,El Oro,3124,1740.916667,1383.083333,649.4205322,583.9781647,731.8062337,148717929.3,3556802.428,78537690,32526,5,2414.612618,1.574790382,1.308374045
2020,Arenillas,El Oro,3023.25,1661.75,1361.5,653.3455946,591.1728312,729.2221883,119893005.6,2864992.83,72276210,32880,10,2198.181569,-8.963385956,-8.624786798
2021,Arenillas,El Oro,2930.416667,1602.166667,1328.25,657.685345,596.3937174,731.6040853,127579315.5,3139475.26,78678320,33105,8,2376.629512,8.117980121,7.976549362
2022,Arenillas,El Oro,3257.166667,1809.666667,1447.5,640.5320638,577.1785889,719.6937663,127748623.6,3598004.81,89812710,33303,8,2696.83542,13.47310998,10.009289
2023,Arenillas,El Oro,3597.25,1988.166667,1609.083333,661.6552327,591.8881175,747.913503,157843116.7,5762741.71,92268250,33512,15,2753.289866,2.093358967,-0.126811856
2024,Arenillas,El Oro,3439.416667,1871.916667,1567.5,676.633962,611.3515422,754.6130473,162334190.1,3188615.1,,,15,,,
2019,Atahualpa,El Oro,303.5,235.1666667,68.33333333,525.8482895,516.6101125,558.1925201,6990078.665,227388.36,10827950,6402,1,1691.338644,14.74079975,14.47438342
2020,Atahualpa,El Oro,329.5833333,255.0833333,74.5,531.3887437,513.4839935,592.8150126,4540184.252,144946.19,9887030,6386,1,1548.235202,-8.4609574,-8.122358242
2021,Atahualpa,El Oro,339.4166667,260.6666667,78.75,530.7530453,516.3454336,578.8929901,5820635.085,278147.19,11187930,6347,1,1762.711517,13.85295432,13.71152356
2022,Atahualpa,El Oro,337.6666667,246.1666667,91.5,546.9150035,540.0475413,565.6675771,7238428.13,244307.23,12696720,6307,0,2013.115586,14.20561823,10.74179724
2023,Atahualpa,El Oro,338.8333333,237.5833333,101.25,547.4338252,550.9726868,539.9412638,7488817.06,340381.77,13787570,6271,0,2198.623824,9.214981961,6.994811139
2024,Atahualpa,El Oro,338.3333333,229.3333333,109,564.0089874,573.7761637,543.5056966,9828030.648,485487.09,,,1,,,
2019,Balsas,El Oro,1241.583333,631.25,610.3333333,715.038798,639.4599152,793.2114665,87823872.68,1304267.514,23070380,8177,5,2821.374587,8.407176633,8.140760297
2020,Balsas,El Oro,1228.916667,617.9166667,611,712.7105077,638.6729736,787.5621033,86441673.7,1106019.28,21038890,8204,1,2564.467333,-9.105747794,-8.767148637
2021,Balsas,El Oro,1196.083333,592.75,603.3333333,706.8526945,639.5181885,773.0384369,105562165,1426875.3,22491150,8199,4,2743.157702,6.96793314,6.82650238
2022,Balsas,El Oro,1209.416667,593.4166667,616,713.5349833,649.1468964,775.5456696,115101956.7,1577288.06,25179960,8187,7,3075.602785,12.11906565,8.655244664
2023,Balsas,El Oro,1253.25,614.3333333,638.9166667,763.7882792,679.1815186,845.1523438,114926004.6,1671672.33,26401670,8178,4,3228.377354,4.967304937,2.747134115
2024,Balsas,El Oro,1271.416667,630.5833333,640.8333333,762.5917206,681.19192,842.6838837,134506042.3,1816898.61,,,5,,,
2019,Chilla,El Oro,119.1666667,88.91666667,30.25,608.4884288,610.1010412,603.647171,631248.1865,979724.332,6218420,2452,0,2536.060359,47.57085042,47.30443408
2020,Chilla,El Oro,97.5,71,26.5,681.5613116,695.802892,643.6682841,601287.918,541351.39,5996610,2414,0,2484.096935,-2.048982161,-1.710383003
2021,Chilla,El Oro,93.83333333,67,26.83333333,688.897858,713.1122589,628.4909719,633024.2585,351399.65,5176070,2372,1,2182.1543,-12.15502625,-12.29645701
2022,Chilla,El Oro,99.91666667,70.41666667,29.5,687.8414866,714.9579061,623.5684357,600423.6302,346846.98,5787250,2333,1,2480.604372,13.67685465,10.21303367
2023,Chilla,El Oro,94.5,65.33333333,29.16666667,684.5718333,696.9074249,655.2261556,676005.16,172236.1,6358930,2301,1,2763.55063,11.4063436,9.186172781
2024,Chilla,El Oro,93.91666667,64.5,29.41666667,736.4632517,728.209554,752.5988057,795754.0171,112305.4,,,1,,,
2019,El Guabo,El Oro,8798.25,6723.333333,2074.916667,464.454895,470.1204198,446.1182988,511771209.5,12453788.47,411401730,61049,7,6738.877459,1.860054867,1.593638531
2020,El Guabo,El Oro,8434.5,6411.833333,2022.666667,467.9332357,473.474144,450.3732122,423516075.2,11850599.7,381888650,61710,17,6188.440285,-8.168084035,-7.829484878
2021,El Guabo,El Oro,8671.666667,6587.666667,2084,469.4431627,475.6829376,449.724589,504615194.8,12861010.9,395052800,62128,21,6358.691733,2.751120479,2.609689719
2022,El Guabo,El Oro,8786.833333,6664.166667,2122.666667,477.5656891,482.9776433,460.4646022,497217501.1,15372191.58,318084440,62497,17,5089.595341,-19.9584513,-23.42227228
2023,El Guabo,El Oro,8500.416667,6347.833333,2152.583333,500.745285,502.8697433,494.4740117,525617348,12833060.3,349730190,62887,29,5561.247794,9.26699318,7.046822357
2024,El Guabo,El Oro,8431.166667,6264.5,2166.666667,505.5540492,510.0255076,492.6588465,540365967.7,12724579.25,,,26,,,
2019,Huaquillas,El Oro,4095.916667,2311.166667,1784.75,601.2529806,583.6185252,624.0777842,342428018.9,9108449.424,169407260,58276,12,2906.981605,1.227093268,0.960676931
2020,Huaquillas,El Oro,3942.916667,2222.916667,1720,620.1495474,597.2779083,649.6948802,289620423.1,8714496.21,144935950,58760,16,2466.575051,-15.14996012,-14.81136096
2021,Huaquillas,El Oro,3894.833333,2147.666667,1747.166667,628.0582402,607.0120036,653.9695994,365006972.1,11638199.85,158985420,59012,17,2694.120179,9.225145117,9.083714358
2022,Huaquillas,El Oro,4091.75,2224.583333,1867.166667,658.2036438,635.6242574,685.1044464,455544817.2,15363040.02,173805590,59217,39,2935.062398,8.943261721,5.479440737
2023,Huaquillas,El Oro,4257.666667,2227,2030.666667,667.7270559,643.1159414,694.740977,440849328.8,13190509.71,179050500,59439,38,3012.340383,2.632924772,0.41275395
2024,Huaquillas,El Oro,4279.25,2154.75,2124.5,689.0405528,665.1108398,713.377065,424299396.7,13091096.24,,,41,,,
2019,Marcabelí,El Oro,297.6666667,218.75,78.91666667,569.6650798,557.4531148,602.8430227,21103444.69,423845.75,10984390,6795,5,1616.540103,-0.584588581,-0.851004917
2020,Marcabelí,El Oro,323.3333333,239.25,84.08333333,587.6867274,583.4975535,599.2961884,20219139.76,319715.06,10850620,6877,3,1577.813,-2.395678467,-2.05707931
2021,Marcabelí,El Oro,312.5,231.0833333,81.41666667,602.7523336,593.7079468,628.5380452,22457892.03,535841.42,10560080,6932,2,1523.38142,-3.449811882,-3.591242641
2022,Marcabelí,El Oro,373.9166667,273,100.9166667,618.0226237,599.4239197,668.5689697,30034153.83,608585.34,11876360,6982,3,1700.996849,11.65928816,8.19546718
2023,Marcabelí,El Oro,416,286.75,129.25,658.1386871,649.405304,677.6970673,43317472.14,799508.74,12181310,7034,7,1731.775661,1.809457322,-0.4107135
2024,Marcabelí,El Oro,444.5,304.25,140.25,662.777359,651.7600149,686.7907969,54566010.31,887729.33,,,5,,,
2019,Pasaje,El Oro,9869,6168,3701,590.6594645,542.873642,670.3138173,380249037.4,8348473.778,227020080,85845,13,2644.534685,6.916954234,6.650537897
2020,Pasaje,El Oro,9424.083333,5860.833333,3563.25,592.9654189,544.2706146,673.0803477,354935215.1,6672866.31,215045170,86350,17,2490.389925,-5.82880462,-5.490205463
2021,Pasaje,El Oro,9309.166667,5808.833333,3500.333333,592.1351633,546.7605031,667.4916382,415465009.6,9361978.65,240600850,86511,24,2781.159043,11.67564628,11.53421552
2022,Pasaje,El Oro,9100.083333,5504.166667,3595.916667,617.3243256,574.5974274,682.7364756,406830441.1,10674738.69,249647430,86603,41,2882.664919,3.64976883,0.185947846
2023,Pasaje,El Oro,9262.166667,5599,3663.166667,655.890981,608.0397237,729.0242716,456466028.7,12848361.23,286017310,86720,32,3298.170088,14.41392531,12.19375449
2024,Pasaje,El Oro,9293.166667,5618.5,3674.666667,660.2782694,612.8563283,732.7921956,482295718.5,9852754.43,,,47,,,
2019,Piñas,El Oro,3540.416667,2138.666667,1401.75,546.3438263,515.6908976,593.1006165,167944260.4,3570780.922,92413360,29993,10,3081.164272,12.89815573,12.63173939
2020,Piñas,El Oro,3497.5,2115.916667,1381.583333,550.5815505,520.5321198,596.6176707,157204530.7,3361076.86,83707450,30134,21,2777.840645,-9.84444839,-9.505849233
2021,Piñas,El Oro,3526,2143.833333,1382.166667,555.7326285,524.7751261,603.7482554,198355582.5,5171406.5,87772060,30155,22,2910.696734,4.78271094,4.641280181
2022,Piñas,El Oro,3553.833333,2162,1391.833333,571.4235636,543.3600413,615.0043742,225917454.1,6254680.52,100153620,30153,20,3321.514277,14.11406207,10.65024109
2023,Piñas,El Oro,3567.666667,2140.416667,1427.25,593.3235423,564.3627574,636.7691803,255330059,6947208.88,104455720,30161,35,3463.271112,4.267837579,2.047666757
2024,Piñas,El Oro,3656.583333,2169.416667,1487.166667,604.4194895,574.8341777,647.5781453,291792383.4,6384128.26,,,40,,,
2019,Portovelo,El Oro,2753.75,2296.75,457,506.0658391,500.600563,533.2165527,65907526.6,3340423.17,59599500,14056,6,4240.146557,16.73083922,16.46442288
2020,Portovelo,El Oro,2956.083333,2498.166667,457.9166667,505.5218176,498.9548187,541.06987,69817935.49,3556469.84,78609090,14092,10,5578.277746,31.55860704,31.89720619
2021,Portovelo,El Oro,3395.666667,2869.75,525.9166667,536.3607627,534.1679891,548.3067474,101837245.7,6371974.88,119873070,14072,19,8518.552445,52.70936357,52.56793281
2022,Portovelo,El Oro,3785,3228.333333,556.6666667,561.4317373,560.515035,566.6191661,113054075.1,5966365.94,129108490,14042,26,9194.451645,7.934437275,4.470616292
2023,Portovelo,El Oro,3705.833333,3137.416667,568.4166667,585.831487,581.6867065,608.9008128,117011756.9,5438364.97,143593210,14018,20,10243.48766,11.4094462,9.189275376
2024,Portovelo,El Oro,3608.083333,3022.333333,585.75,592.0023346,589.7545064,603.6160177,124688033.9,6849405.69,,,23,,,
2019,Santa Rosa,El Oro,7714.666667,4530.583333,3184.083333,611.3263448,561.3773193,682.3952026,430628217.5,13615792.15,267219220,83449,16,3202.186006,-7.519827388,-7.786243725
2020,Santa Rosa,El Oro,7489.833333,4420.833333,3069,614.8457046,561.8234914,691.2386831,390775576.2,10257301.7,269506050,84001,17,3208.367162,0.193029276,0.531628434
2021,Santa Rosa,El Oro,7658.083333,4570,3088.083333,613.23301,560.2927856,691.638031,580779480.3,13885449.8,302975270,84223,34,3597.298481,12.1224068,11.98097604
2022,Santa Rosa,El Oro,9359.666667,5712.583333,3647.083333,609.3268077,567.3884226,674.993693,669256468.7,15021413.41,339695540,84381,25,4025.73494,11.90995023,8.44612925
2023,Santa Rosa,El Oro,9327.083333,5591.25,3735.833333,655.0776571,605.1790466,729.6891683,588818325,15927403.6,356470220,84567,35,4215.240224,4.707346266,2.487175444
2024,Santa Rosa,El Oro,8693.166667,5189,3504.166667,652.9240977,600.132192,731.101476,448907218.9,11925311.73,,,48,,,
2019,Zaruma,El Oro,4305.166667,2798.083333,1507.083333,651.3872782,589.2447205,766.756663,136210429.5,7156043.024,81585550,26122,8,3123.250517,4.880756806,4.61434047
2020,Zaruma,El Oro,4405.416667,2926.916667,1478.5,639.0214809,574.7357992,765.9642843,109774859.7,6256478.17,87843840,25968,19,3382.772643,8.309359914,8.647959071
2021,Zaruma,El Oro,4634.583333,3260.25,1374.333333,639.2392247,586.5999451,763.8077291,143444106.6,10282169.09,135122210,25727,16,5252.155712,55.2618596,55.12042884
2022,Zaruma,El Oro,4794.75,3350.75,1444,654.5726573,602.4653066,775.3350067,162237527.4,11577028.38,148488030,25487,19,5826.030133,10.92645482,7.462633839
2023,Zaruma,El Oro,4951.25,3475.333333,1475.916667,679.5212402,617.8935852,824.6474711,170624937.4,11078930.35,168018620,25278,25,6646.832028,14.08852814,11.86835732
2024,Zaruma,El Oro,4996.916667,3523.666667,1473.25,689.7129262,632.8837433,825.6460215,200117622.6,14521541.68,,,25,,,
2019,Las Lajas,El Oro,189.75,109.8333333,79.91666667,608.2318064,613.7809016,601.8368581,10447451.88,249536.87,9661780,5769,1,1674.775524,22.78836414,22.5219478
2020,Las Lajas,El Oro,186.4166667,107.25,79.16666667,636.1195924,650.2917531,617.821462,10468247.9,186492.35,9764900,5815,1,1679.260533,0.267797605,0.606396763
2021,Las Lajas,El Oro,179.6666667,107.5,72.16666667,639.638642,643.3071442,634.7317708,14078224.14,393895.64,11431950,5839,1,1957.860935,16.59065979,16.44922903
2022,Las Lajas,El Oro,176,105.9166667,70.08333333,663.4756978,671.234731,651.644399,13512424.63,401475.95,12359660,5857,3,2110.237323,7.782799332,4.318978348
2023,Las Lajas,El Oro,184.4166667,111.5833333,72.83333333,666.2615865,667.6617839,664.2960765,18484865.04,430015.42,12608730,5878,3,2145.071453,1.65072097,-0.569449852
2024,Las Lajas,El Oro,197.8333333,120.5833333,77.25,685.2004954,680.1498667,693.3229421,20897942.65,677998.64,,,0,,,
2019,Esmeraldas,Esmeraldas,21569.16667,11147.58333,10421.58333,759.2683055,745.2979685,774.178772,1121092916,41156792.96,1437017490,227318,73,6321.61769,-19.30902858,-19.57544492
2020,Esmeraldas,Esmeraldas,19980.25,10101.33333,9878.916667,773.3102368,758.2214152,788.7660268,1060824964,37345916.01,1276234620,228236,71,5591.73233,-11.54586367,-11.20726451
2021,Esmeraldas,Esmeraldas,19512.5,9773.666667,9738.833333,790.9018995,783.0785726,798.8065236,1102379391,40160853.91,1345583160,228852,116,5879.708982,5.150043592,5.008612833
2022,Esmeraldas,Esmeraldas,19877.25,9886.833333,9990.416667,811.7841899,810.7138418,812.8375193,1412634786,55241257.87,1134167340,229442,83,4943.154871,-15.92857935,-19.39240033
2023,Esmeraldas,Esmeraldas,19718.16667,9824.416667,9893.75,832.561559,823.2572784,841.8137461,1797524065,67562485.25,1032041520,230186,92,4483.511247,-9.29858837,-11.51875919
2024,Esmeraldas,Esmeraldas,19139.25,9550.333333,9588.916667,837.9085032,824.8450673,850.9508565,1505506109,58899927.11,,,93,,,
2019,Eloy Alfaro,Esmeraldas,2063.75,946.25,1117.5,840.0365245,850.7711487,831.0268606,30340244.12,3915469.37,70697280,49835,3,1418.627069,22.90171003,22.63529369
2020,Eloy Alfaro,Esmeraldas,1971.833333,898.5833333,1073.25,843.971801,860.5370585,830.121465,33494737.95,575639.17,72341840,50222,0,1440.441241,1.53769599,1.876295148
2021,Eloy Alfaro,Esmeraldas,1864.833333,862.1666667,1002.666667,833.0962608,824.7491913,840.2743937,40975047.01,816022.56,63365670,50544,2,1253.673433,-12.96601364,-13.1074444
2022,Eloy Alfaro,Esmeraldas,2027.833333,934.25,1093.583333,828.2911123,822.2600657,833.3849742,49262246.44,1531673.77,65381970,50860,13,1285.528313,2.540923268,-0.922897716
2023,Eloy Alfaro,Esmeraldas,2087.166667,957.6666667,1129.5,844.916743,826.364385,860.6933899,52957775.3,1492888.16,73645620,51212,17,1438.053972,11.86482298,9.644652159
2024,Eloy Alfaro,Esmeraldas,2087.166667,973.1666667,1114,843.4849599,831.7050425,853.8627472,76122850.35,1413954.66,,,15,,,
2019,Muisne,Esmeraldas,603.25,417,186.25,619.6014048,611.3134918,638.4904022,27249304.79,912427.944,58370600,36391,5,1603.984502,-6.015034642,-6.281450978
2020,Muisne,Esmeraldas,504.5,357.4166667,147.0833333,626.8260809,620.9935404,641.5335236,19757893.05,611165.71,47151080,36843,1,1279.783948,-20.21219988,-19.87360072
2021,Muisne,Esmeraldas,521,354.0833333,166.9166667,617.1543874,614.8307699,622.1578267,20795308.78,823373.72,47145880,37245,2,1265.831118,-1.090248854,-1.231679614
2022,Muisne,Esmeraldas,731.6666667,453.1666667,278.5,580.6359711,589.0324249,567.8550415,26037725.97,859656.18,53118710,37640,2,1411.23034,11.4864629,8.022641917
2023,Muisne,Esmeraldas,719.1666667,456.1666667,263,591.7703501,581.6903915,609.7019704,27775890.44,748861.93,56398860,38056,8,1481.996531,5.014503257,2.794332434
2024,Muisne,Esmeraldas,636.9166667,402.25,234.6666667,613.7232005,596.3407186,643.4342651,36166998.3,892566.08,,,6,,,
2019,Quinindé,Esmeraldas,7077.333333,4064.833333,3012.5,639.5671082,586.6394755,711.1235199,432170562,7753494.92,333516840,135005,15,2470.403615,-5.910208869,-6.176625206
2020,Quinindé,Esmeraldas,6318.75,3488,2830.75,650.295272,601.3639933,710.5843404,417181572.9,6839017.47,306260240,134887,12,2270.494859,-8.092149592,-7.753550434
2021,Quinindé,Esmeraldas,6013,3253.833333,2759.166667,655.0270762,605.6478729,713.3920492,413485877.2,8434068.14,319581230,134601,16,2374.285704,4.571287383,4.429856624
2022,Quinindé,Esmeraldas,6348.833333,3343.666667,3005.166667,672.4271342,628.0056407,721.8917643,483814529.5,8701303.55,313975440,134311,27,2337.6748,-1.541975512,-5.005796496
2023,Quinindé,Esmeraldas,6173.333333,3132,3041.333333,719.4819692,671.8334859,768.5684153,522718837.1,8369824.87,348886840,134127,17,2601.167848,11.271587,9.05141618
2024,Quinindé,Esmeraldas,6070.666667,3061.083333,3009.583333,729.2493083,683.9574788,775.3166148,964701459.5,11272773.45,,,22,,,
2019,San Lorenzo,Esmeraldas,4562.916667,2523.916667,2039,680.9954936,655.5509898,712.4978892,72735182.47,5222043.33,123017160,51826,17,2373.657238,11.68711202,11.42069568
2020,San Lorenzo,Esmeraldas,4457.833333,2577.416667,1880.416667,677.9459699,647.0275319,720.3658956,68022279.28,2378704.87,125875370,52488,4,2398.174249,1.032879191,1.371478349
2021,San Lorenzo,Esmeraldas,4484.583333,2726.333333,1758.25,685.8430735,657.0762431,730.4763438,87788205.32,2615374.46,125784010,53076,7,2369.884882,-1.17962101,-1.321051769
2022,San Lorenzo,Esmeraldas,4732.583333,2887.333333,1845.25,704.8654226,677.7000834,747.4456635,102748739.1,3024688.57,134221060,53655,12,2501.557357,5.556070513,2.092249529
2023,San Lorenzo,Esmeraldas,5035.916667,3093,1942.916667,721.2803396,691.4262746,768.8519287,95353997.69,3590255.13,161719400,54263,13,2980.288594,19.13732803,16.91715721
2024,San Lorenzo,Esmeraldas,5006.666667,3191.416667,1815.25,730.5554504,698.8044078,786.3657176,107677603.4,3335003.43,,,12,,,
2019,Atacames,Esmeraldas,4211.75,2151,2060.75,721.4105886,662.9701487,782.4212596,87423406.07,2730452.476,87515850,52995,10,1651.398245,9.524437181,9.258020845
2020,Atacames,Esmeraldas,3761.833333,1867.333333,1894.5,720.6707523,659.5171102,780.8365173,61939951.23,1993791.68,72745770,53516,7,1359.327491,-17.68627011,-17.34767096
2021,Atacames,Esmeraldas,3509,1742.916667,1766.083333,720.0873928,654.5736389,784.7846731,72200289.01,2883101.62,80802220,53970,15,1497.169168,10.1404318,9.999001046
2022,Atacames,Esmeraldas,3737.583333,1863,1874.583333,734.3932292,670.0291341,798.3294118,72197414.7,3255877.26,85339010,54415,18,1568.299366,4.750979345,1.287158361
2023,Atacames,Esmeraldas,3824.583333,1883.916667,1940.666667,771.1234538,697.2890015,842.8158925,66789615.21,2456804.42,87355200,54897,14,1591.256353,1.463814073,-0.75635675
2024,Atacames,Esmeraldas,3701.083333,1801.083333,1900,780.4170685,711.735321,845.5221863,74423467.01,2891548.45,,,15,,,
2019,Ríoverde,Esmeraldas,1325.666667,557.5833333,768.0833333,814.0901489,797.5209757,826.1359812,34013263.16,1408228.866,41467080,34351,1,1207.15787,-2.310587738,-2.577004075
2020,Ríoverde,Esmeraldas,1208.75,503.75,705,769.8275542,754.1888072,781.0909627,35129575.8,622932.17,31427250,34717,0,905.2409482,-25.01055822,-24.67195907
2021,Ríoverde,Esmeraldas,1078.666667,466.9166667,611.75,723.127041,687.7613017,750.2121836,47418423.29,667079.14,35445700,35036,5,1011.693686,11.75960262,11.61817186
2022,Ríoverde,Esmeraldas,1129.166667,500.1666667,629,729.4315186,689.5494588,761.129186,52737620.25,637060.39,39515760,35351,5,1117.81166,10.48914065,7.025319665
2023,Ríoverde,Esmeraldas,1070.916667,456.5,614.4166667,793.5740662,737.9396464,835.03066,48898453.78,737695.9,45587570,35689,4,1277.356328,14.2729472,12.05277638
2024,Ríoverde,Esmeraldas,1027.166667,436.9166667,590.25,799.4902293,758.7275747,829.6627299,94256238.94,1030819.73,,,3,,,
2019,Manga del Cura,Zonas no delimitadas,7.416666667,4.333333333,3.083333333,471.8009262,457.8643773,479.7233327,,,,,,,,
2020,Manga del Cura,Zonas no delimitadas,7.25,4.5,2.75,471.4489874,429.2727102,545.8875122,,,,,,,,
2021,Manga del Cura,Zonas no delimitadas,6.416666667,4.166666667,2.25,489.2892514,436.2252121,587.1174825,,,,,,,,
2022,Manga del Cura,Zonas no delimitadas,7.083333333,5,2.083333333,458.0838648,459.4986216,453.5062256,,,,,,,,
2019,El Piedrero,Zonas no delimitadas,96.16666667,77.91666667,18.25,462.469162,436.288765,574.1699778,,,,,,,,
2020,El Piedrero,Zonas no delimitadas,90.91666667,74.58333333,16.33333333,447.7256608,419.0333455,578.6107229,,,,,,,,
2021,El Piedrero,Zonas no delimitadas,83.83333333,68.25,15.58333333,422.2099828,390.5454,560.8769379,,,,,,,,
2022,El Piedrero,Zonas no delimitadas,53.5,40,13.5,464.3903758,422.4871877,582.969518,,,,,,,,
2019,Guayaquil,Guayas,626105,395140,230965,750.1550293,743.6173503,761.3410034,50253632789,3988683626,22861519840,2844903,2852,8035.957584,-1.159382565,-1.425798902
2020,Guayaquil,Guayas,587942.9167,372128.25,215814.6667,746.837328,737.1913757,763.4950816,44711261050,3694274601,21572805770,2874750,3170,7504.237158,-6.61676497,-6.278165813
2021,Guayaquil,Guayas,586669.4167,372531.9167,214137.5,767.1600851,756.9446004,784.9402669,54017398868,4022835387,23347185320,2888378,4467,8083.147469,7.714445835,7.573015076
2022,Guayaquil,Guayas,612097.4167,387331.5833,224765.8333,784.2180481,773.8661906,802.0569153,61123771925,4615261698,26052226900,2908589,5286,8956.998359,10.81077505,7.346954069
2023,Guayaquil,Guayas,635775.75,401756.6667,234019.0833,807.1891174,796.9636332,824.7465668,63592300109,4571826033,27273605480,2932225,5172,9301.334475,3.844324872,1.624154049
2024,Guayaquil,Guayas,646173.9167,408174.9167,237999,818.6035004,810.1712748,833.0627289,63348762253,5392882644,,,4639,,,
2019,Alfredo Baquerizo Moreno (Juján),Guayas,751.5833333,487.5833333,264,441.7306417,437.8493754,450.3190104,50031216.24,658041.696,62645260,27048,2,2316.077344,32.61493946,32.34852313
2020,Alfredo Baquerizo Moreno (Juján),Guayas,724.5833333,448.3333333,276.25,494.9306478,500.7064946,485.5852585,45185871.92,451944.22,70742660,26979,1,2622.137959,13.21461116,13.55321032
2021,Alfredo Baquerizo Moreno (Juján),Guayas,641.3333333,404.3333333,237,486.9831655,477.8231735,502.718099,46451908.08,615956.12,61934170,26774,2,2313.220662,-11.78112297,-11.92255373
